fromAccountNumber,toAccountNumber,transferAmount
1000202,1000226,121
1000180,1000026,8751
1000237,2001282,7397
1000058,2001283,9317
1000011,1000244,1944
1000014,1000046,6464
1000149,2001286,3961
1000048,1000094,6532
1000248,2001288,8380
1000164,1000221,445
1000016,1000007,9618
1000081,2001291,5074
1000088,2001292,4521
1000207,1000141,8263
1000103,1000245,2561
1000226,1000218,5669
1000094,2001296,1775
1000137,1000161,6466
1000119,2001298,2773
1000175,2001299,1778
1000106,2001300,4703
1000180,2001301,4656
1000025,1000234,3034
1000220,2001303,2171
1000177,1000169,9894
1000111,1000053,8545
1000143,1000103,2247
1000182,2001307,9446
1000121,1000060,1564
1000118,1000116,1968
1000013,1000020,5171
1000212,1000186,2094
1000097,1000173,4088
1000061,2001313,1306
1000236,2001314,1675
1000100,1000228,9572
1000229,2001316,8823
1000091,2001317,7020
1000099,1000166,3900
1000146,1000092,4807
1000041,1000147,8621
1000077,2001321,7500
1000011,1000021,2810
1000081,1000127,9263
1000071,1000166,6917
1000028,1000190,8781
1000141,1000197,6154
1000125,1000010,2913
1000001,1000101,3035
1000050,2001329,6056
1000147,2001330,4500
1000049,2001331,2989
1000149,2001332,4380
1000065,1000075,6276
1000143,2001334,9349
1000076,2001335,1988
1000062,2001336,6816
1000121,1000118,3682
1000036,2001338,7891
1000203,2001339,6593
1000039,2001340,2047
1000048,1000029,5347
1000187,2001342,4008
1000208,1000186,3926
1000216,1000153,5291
1000036,1000236,3860
1000012,1000203,7193
1000174,1000152,1201
1000224,2001348,3452
1000183,2001349,7132
1000144,1000107,4233
1000016,1000134,3303
1000217,1000002,3313
1000191,2001353,1852
1000222,1000142,4542
1000156,1000052,1910
1000148,1000077,5001
1000229,1000056,388
1000208,2001358,8513
1000179,2001359,8914
1000030,1000148,5542
1000047,1000226,7776
1000011,1000084,8098
1000115,1000168,9787
1000058,1000099,3752
1000031,1000201,9270
1000033,2001366,3220
1000199,1000071,9656
1000249,2001368,8565
1000144,1000231,9524
1000244,2001370,2411
1000088,1000124,8034
1000043,1000113,6102
1000124,2001373,5121
1000047,1000234,5518
1000010,1000153,2830
1000030,2001376,7791
1000152,1000003,6642
1000093,2001378,3089
1000090,2001379,2661
1000227,1000122,6213
1000144,2001381,6361
1000226,1000137,8628
1000033,1000197,520
1000004,1000210,8921
1000049,1000038,3519
1000061,2001386,3133
1000184,2001387,4285
1000164,1000081,5641
1000194,1000023,7201
1000153,1000038,5680
1000237,1000004,4190
1000008,1000198,7898
1000181,2001393,1929
1000094,2001394,373
1000224,2001395,9910
1000215,1000080,349
1000040,2001397,8190
1000116,2001398,5826
1000017,1000014,9270
1000233,1000225,1008
1000015,2001401,4968
1000006,1000059,3800
1000025,1000240,4736
1000101,1000062,1227
1000026,2001405,9736
1000177,1000186,6202
1000147,2001407,4452
1000237,1000159,157
1000067,2001409,3279
1000247,1000145,8010
1000240,2001411,8674
1000211,2001412,3680
1000207,2001413,701
1000245,1000056,4573
1000195,2001415,1383
1000231,1000232,3649
1000070,1000133,3335
1000011,2001418,6261
1000165,2001419,4189
1000023,2001420,3331
1000183,1000019,1051
1000150,1000058,6209
1000192,2001423,7167
1000167,2001424,7181
1000068,1000130,6603
1000189,1000004,4380
1000114,2001427,578
1000039,2001428,6416
1000012,1000063,5864
1000196,1000189,8603
1000189,2001431,8521
1000101,1000018,3596
1000216,2001433,644
1000007,1000089,3728
1000045,1000026,3129
1000200,1000182,5004
1000083,2001437,3307
1000115,1000048,9898
1000017,2001439,5022
1000245,1000208,5050
1000150,2001441,6338
1000072,2001442,4398
1000232,2001443,7491
1000025,1000026,6431
1000139,2001445,3230
1000031,2001446,4610
1000191,2001447,3416
1000049,1000162,2651
1000248,1000118,3797
1000105,2001450,605
1000070,1000163,5047
1000176,2001452,855
1000133,2001453,7705
1000188,2001454,3732
1000002,1000165,9485
1000172,2001456,8857
1000059,1000212,5586
1000206,2001458,6563
1000187,1000106,4153
1000242,1000205,8798
1000040,2001461,9333
1000146,2001462,2750
1000002,2001463,5035
1000108,2001464,499
1000043,2001465,5208
1000042,2001466,2620
1000061,1000247,4269
1000059,2001468,6676
1000011,2001469,2721
1000129,2001470,1077
1000043,1000218,4596
1000014,1000029,213
1000235,1000199,2941
1000026,1000128,4332
1000095,2001475,3880
1000086,2001476,6000
1000166,2001477,6127
1000039,1000201,8459
1000041,2001479,7970
1000134,2001480,7451
1000199,1000042,2271
1000219,1000061,1982
1000072,2001483,3581
1000170,2001484,9205
1000092,1000097,351
1000208,1000127,1809
1000105,1000240,2628
1000036,2001488,9048
1000213,2001489,381
1000106,2001490,8581
1000159,2001491,3093
1000054,2001492,8514
1000008,1000075,2659
1000208,2001494,2987
1000044,2001495,8408
1000041,2001496,4284
1000086,1000222,6557
1000055,1000207,7971
1000234,1000072,4627
1000177,1000237,5350
1000235,1000104,1427
1000214,1000008,8642
1000057,2001503,7170
1000215,1000108,9913
1000053,2001505,3597
1000220,1000020,2693
1000124,2001507,7568
1000108,1000092,9024
1000238,2001509,7170
1000169,1000168,5766
1000084,2001511,9081
1000215,1000234,620
1000110,1000011,4516
1000247,2001514,3946
1000105,2001515,2373
1000063,2001516,4592
1000086,2001517,6468
1000049,2001518,3716
1000178,1000090,8609
1000015,1000023,714
1000067,1000234,6348
1000152,1000002,6058
1000177,2001523,2189
1000182,2001524,6096
1000079,1000062,4433
1000049,1000175,7445
1000105,2001527,7728
1000242,2001528,164
1000032,2001529,7388
1000220,2001530,5640
1000191,2001531,4215
1000152,2001532,9689
1000249,1000083,4842
1000035,2001534,4900
1000060,1000031,6577
1000103,1000020,4052
1000138,1000195,2867
1000198,1000089,2295
1000179,2001539,8322
1000194,1000179,8068
1000245,2001541,264
1000194,2001542,9097
1000081,1000244,8737
1000213,1000101,9221
1000144,2001545,7405
1000078,2001546,2179
1000127,2001547,3330
1000138,1000166,3724
1000014,1000043,9587
1000180,1000203,5187
1000173,1000177,7899
1000191,2001552,4941
1000250,2001553,6688
1000019,1000058,9880
1000032,1000241,5588
1000187,1000128,4982
1000066,1000045,5382
1000135,1000215,3240
1000052,2001559,854
1000234,1000172,7844
1000187,2001561,8518
1000003,1000096,3261
1000204,1000077,8680
1000032,2001564,684
1000163,2001565,7028
1000168,2001566,293
1000146,1000107,925
1000142,2001568,581
1000239,1000158,9061
1000042,1000230,7832
1000200,2001571,2014
1000023,2001572,626
1000230,1000172,9792
1000136,2001574,3584
1000183,1000017,5589
1000121,1000074,3489
1000051,2001577,5392
1000005,2001578,8094
1000213,2001579,1787
1000188,2001580,5927
1000156,2001581,5273
1000038,2001582,9012
1000237,1000188,8268
1000159,2001584,9050
1000123,2001585,4931
1000245,2001586,1682
1000136,2001587,3408
1000213,1000160,8371
1000223,1000140,5133
1000133,2001590,5544
1000040,2001591,9387
1000245,1000099,9367
1000191,2001593,2500
1000171,1000160,2842
1000050,1000144,1758
1000076,1000018,5799
1000139,1000191,5081
1000190,1000023,259
1000100,1000032,4397
1000238,1000002,9630
1000203,1000140,5410
1000127,2001602,8855
1000033,2001603,8986
1000133,2001604,3246
1000249,2001605,7372
1000198,1000057,4203
1000192,2001607,6539
1000250,1000201,521
1000196,2001609,7903
1000009,2001610,1794
1000243,2001611,4369
1000057,2001612,1040
1000125,1000060,3671
1000122,1000110,3911
1000112,2001615,9382
1000229,2001616,6449
1000046,1000001,7028
1000238,1000048,4209
1000222,1000107,638
1000182,2001620,6028
1000129,2001621,5819
1000241,2001622,9214
1000112,1000098,8694
1000236,2001624,766
1000171,2001625,6546
1000111,1000193,3896
1000243,1000023,2302
1000209,2001628,9025
1000042,1000007,8964
1000192,1000071,8903
1000019,2001631,1113
1000141,2001632,4231
1000120,1000127,3334
1000083,1000095,8372
1000117,2001635,5346
1000028,2001636,556
1000203,2001637,9505
1000058,2001638,1511
1000105,1000182,1074
1000086,1000026,4802
1000082,1000056,4186
1000106,1000026,4230
1000097,1000087,3678
1000205,2001644,2930
1000003,1000009,3450
1000200,1000146,4446
1000161,2001647,6214
1000001,2001648,253
1000002,1000027,8633
1000003,1000070,3322
1000077,1000131,2148
1000204,1000069,9070
1000180,1000193,6752
1000146,1000239,5792
1000054,2001655,6940
1000096,2001656,9147
1000003,1000136,2965
1000191,1000234,6312
1000169,1000214,3636
1000144,2001660,6416
1000032,2001661,7376
1000123,2001662,3994
1000177,2001663,3708
1000223,2001664,757
1000143,2001665,5290
1000166,2001666,2599
1000044,2001667,1918
1000067,1000083,3954
1000061,2001669,9784
1000244,1000185,4416
1000046,2001671,1249
1000059,2001672,5610
1000136,2001673,4435
1000052,2001674,2565
1000156,1000071,2954
1000159,2001676,1168
1000195,1000059,5784
1000164,1000192,3529
1000145,1000227,880
1000157,2001680,224
1000007,1000176,334
1000030,1000085,1447
1000028,2001683,8760
1000180,1000033,6402
1000177,2001685,8176
1000194,2001686,2531
1000244,1000095,1441
1000202,1000111,1217
1000023,2001689,281
1000215,1000226,1401
1000139,1000054,8013
1000166,2001692,7696
1000188,2001693,9870
1000173,1000147,191
1000032,1000049,8961
1000161,1000080,7435
1000199,2001697,807
1000245,1000022,2926
1000002,2001699,5308
1000172,2001700,3252
1000045,1000038,5245
1000162,2001702,5380
1000240,2001703,5424
1000223,2001704,3721
1000211,1000153,798
1000103,2001706,8480
1000162,2001707,4167
1000243,2001708,6523
1000174,1000088,2911
1000184,2001710,5893
1000115,1000073,7260
1000094,1000129,1898
1000156,1000238,8672
1000225,1000158,6613
1000052,1000209,8018
1000224,1000120,9921
1000121,2001717,7479
1000227,1000202,5473
1000103,1000188,3109
1000247,2001720,7949
1000242,1000171,1444
1000188,1000008,5095
1000107,1000207,1659
1000035,2001724,6076
1000171,1000038,2169
1000232,1000067,652
1000132,2001727,1281
1000202,2001728,5438
1000063,2001729,473
1000222,1000194,4419
1000084,2001731,7248
1000176,1000035,1327
1000125,2001733,2068
1000239,2001734,5058
1000171,1000094,1874
1000083,2001736,1003
1000238,1000185,9744
1000009,2001738,5283
1000007,2001739,5056
1000119,1000021,1670
1000137,2001741,9225
1000053,2001742,8839
1000099,1000112,8560
1000038,1000050,2381
1000005,1000060,3085
1000237,1000149,5476
1000054,2001747,6199
1000065,1000111,3488
1000045,2001749,4917
1000226,1000020,3646
1000177,2001751,347
1000148,1000250,5434
1000015,2001753,7717
1000092,2001754,8971
1000230,2001755,540
1000072,1000097,7464
1000026,1000136,4661
1000224,1000205,6173
1000227,1000182,3162
1000178,1000008,8191
1000243,1000102,5689
1000013,2001762,2680
1000195,1000183,6727
1000004,1000102,936
1000004,2001765,6571
1000071,1000029,606
1000216,2001767,7120
1000166,1000109,4434
1000154,2001769,8675
1000148,1000247,8369
1000050,2001771,8846
1000046,2001772,7952
1000157,2001773,5150
1000210,2001774,2375
1000163,1000226,9733
1000194,2001776,7752
1000238,2001777,3069
1000080,1000044,9612
1000131,2001779,2428
1000099,2001780,5346
1000190,2001781,3152
1000155,1000116,8987
1000100,1000093,1293
1000126,1000067,4593
1000128,1000118,8007
1000147,2001786,7297
1000105,2001787,2980
1000041,2001788,9416
1000238,1000200,9044
1000211,1000095,3469
1000175,1000027,5274
1000134,1000082,486
1000158,2001793,9554
1000244,1000214,1497
1000166,1000245,2263
1000215,1000211,8247
1000057,1000124,1658
1000027,1000135,7637
1000194,2001799,4594
1000249,2001800,6742
1000234,2001801,9195
1000246,2001802,7514
1000186,2001803,1586
1000084,1000116,9863
1000034,1000129,2718
1000007,2001806,6017
1000138,2001807,9415
1000249,2001808,9897
1000114,2001809,649
1000030,2001810,6013
1000068,1000174,9988
1000007,1000217,1165
1000120,2001813,6327
1000139,1000203,7659
1000156,2001815,8668
1000238,1000135,8550
1000117,2001817,8869
1000205,1000022,9526
1000032,1000127,8861
1000031,2001820,8012
1000009,1000108,4821
1000250,1000217,9925
1000149,1000108,1271
1000143,1000180,9727
1000017,2001825,7978
1000155,1000169,1307
1000146,1000129,5679
1000143,1000144,5132
1000184,1000211,8561
1000187,2001830,2041
1000168,1000071,4314
1000237,2001832,8457
1000187,1000022,3046
1000162,2001834,3556
1000029,2001835,514
1000065,1000215,4221
1000184,2001837,7622
1000180,2001838,4048
1000096,2001839,6097
1000146,1000125,3768
1000232,2001841,5454
1000236,2001842,3394
1000084,1000025,1038
1000028,2001844,7758
1000195,2001845,5324
1000143,2001846,5300
1000133,2001847,865
1000063,2001848,9623
1000229,2001849,7048
1000146,1000136,7618
1000081,1000069,7362
1000035,1000206,3058
1000147,2001853,3341
1000009,1000183,7573
1000022,1000186,8509
1000239,2001856,9108
1000125,1000177,7920
1000157,2001858,5730
1000202,1000170,6471
1000117,1000187,8286
1000125,1000098,6150
1000128,1000030,4193
1000028,1000038,4889
1000244,2001864,1506
1000166,2001865,5388
1000121,1000170,5764
1000173,1000044,844
1000223,2001868,4330
1000151,2001869,5513
1000001,1000129,1094
1000013,1000165,5953
1000080,1000041,9507
1000117,1000120,9933
1000092,1000241,2081
1000141,2001875,1710
1000120,1000091,7655
1000160,1000233,933
1000080,1000096,1621
1000159,2001879,9229
1000022,2001880,6991
1000213,1000195,2646
1000203,1000022,7007
1000213,1000107,9625
1000010,1000142,4009
1000080,2001885,9735
1000071,2001886,5220
1000030,1000219,4195
1000188,2001888,2478
1000176,1000184,8171
1000107,2001890,941
1000034,1000026,1728
1000209,2001892,8567
1000058,2001893,4290
1000147,2001894,3476
1000205,1000099,3758
1000218,2001896,6211
1000198,2001897,6993
1000052,2001898,7782
1000004,2001899,904
1000072,1000240,9492
1000005,1000087,4897
1000156,1000109,7087
1000091,2001903,370
1000210,1000011,4944
1000084,2001905,7459
1000151,2001906,2214
1000062,1000040,6515
1000011,2001908,2567
1000181,1000141,2153
1000229,2001910,581
1000052,1000045,2605
1000183,1000029,8532
1000073,1000158,6179
1000224,1000028,6916
1000016,2001915,3767
1000041,1000123,274
1000195,2001917,6581
1000116,1000091,6541
1000167,1000238,955
1000182,2001920,397
1000113,1000183,6597
1000174,1000167,8797
1000124,1000112,6809
1000052,2001924,4591
1000241,1000074,7527
1000093,2001926,7703
1000230,1000038,1058
1000189,2001928,4198
1000122,1000076,5647
1000014,2001930,2922
1000086,1000166,279
1000027,2001932,7597
1000182,2001933,7856
1000182,1000031,3904
1000180,1000037,1223
1000232,2001936,568
1000243,2001937,6863
1000061,2001938,6956
1000016,2001939,9236
1000218,1000136,7194
1000136,2001941,4145
1000151,2001942,6949
1000004,1000168,7259
1000004,2001944,9018
1000237,2001945,1666
1000091,2001946,2666
1000025,2001947,3219
1000061,1000228,4686
1000048,2001949,8230
1000110,1000173,1431
1000049,2001951,2319
1000224,1000030,628
1000159,1000055,4753
1000088,1000162,3297
1000236,2001955,5378
1000056,2001956,1491
1000151,1000191,3830
1000102,1000199,5132
1000111,2001959,8953
1000071,1000078,1881
1000027,2001961,6044
1000230,1000134,6250
1000211,1000118,9449
1000071,2001964,1529
1000165,2001965,5377
1000091,1000237,5316
1000094,2001967,446
1000237,1000234,2701
1000058,2001969,5249
1000205,1000210,1779
1000027,2001971,5298
1000231,2001972,2197
1000171,1000071,6105
1000122,1000004,8877
1000047,2001975,6028
1000159,1000070,597
1000099,2001977,1943
1000113,1000211,464
1000081,1000054,5186
1000182,2001980,304
1000245,1000081,9133
1000150,2001982,1038
1000169,2001983,6822
1000026,1000067,1415
1000105,1000023,2582
1000179,2001986,8467
1000164,1000152,5665
1000146,2001988,1315
1000019,1000130,9025
1000033,2001990,9274
1000138,1000138,9033
1000223,2001992,788
1000179,2001993,6702
1000112,2001994,9136
1000017,2001995,2449
1000144,1000189,4625
1000236,1000177,8667
1000219,2001998,4692
1000200,2001999,8448
1000244,1000001,8565
1000057,1000157,9073
1000139,1000212,2843
1000076,1000231,6198
1000167,1000200,8972
1000147,1000230,3901
1000106,2002006,3556
1000233,2002007,3120
1000142,2002008,5507
1000180,1000085,2450
1000067,2002010,9318
1000014,2002011,3607
1000017,1000097,498
1000179,2002013,4058
1000160,1000114,7607
1000165,2002015,3759
1000100,2002016,1213
1000228,2002017,4487
1000089,2002018,4823
1000099,2002019,440
1000192,2002020,4780
1000233,1000190,9409
1000046,1000020,6858
1000050,1000189,2532
1000169,1000182,966
1000129,1000061,9909
1000090,2002026,660
1000147,2002027,5390
1000127,2002028,7566
1000016,2002029,9382
1000138,2002030,4730
1000171,2002031,6008
1000247,1000062,2251
1000228,1000060,4272
1000240,2002034,9415
1000213,2002035,5182
1000173,1000236,1723
1000034,2002037,1906
1000106,1000202,534
1000132,2002039,2045
1000050,2002040,816
1000067,2002041,4867
1000115,2002042,239
1000180,2002043,7212
1000009,1000196,6388
1000086,1000118,6523
1000041,2002046,7228
1000167,2002047,6461
1000207,1000095,6645
1000218,2002049,4489
1000203,2002050,1942
1000081,2002051,9092
1000196,1000064,9519
1000026,2002053,161
1000161,2002054,5213
1000249,1000135,2295
1000073,2002056,5523
1000010,2002057,2658
1000066,1000088,7224
1000148,2002059,1079
1000238,1000013,3780
1000161,1000100,384
1000145,2002062,9108
1000192,2002063,1958
1000246,2002064,1029
1000182,2002065,5213
1000156,2002066,1880
1000162,1000214,4179
1000083,2002068,8572
1000019,1000083,9155
1000161,1000084,910
1000189,2002071,3646
1000128,2002072,1503
1000020,1000057,8665
1000001,1000015,7866
1000061,1000235,9140
1000099,1000171,4181
1000175,1000085,5777
1000059,2002078,7043
1000246,1000168,6530
1000033,2002080,2012
1000246,2002081,5684
1000115,2002082,594
1000037,2002083,8385
1000134,1000067,778
1000191,1000163,5463
1000009,2002086,6507
1000236,1000099,7170
1000223,2002088,4524
1000181,2002089,3158
1000044,2002090,1926
1000245,2002091,3934
1000187,2002092,6128
1000174,2002093,4855
1000171,2002094,3741
1000218,1000245,5773
1000223,1000099,4504
1000052,1000072,7104
1000150,1000025,8768
1000226,2002099,6171
1000188,2002100,5413
1000125,1000022,2668
1000064,2002102,7839
1000088,2002103,1042
1000234,1000133,2191
1000134,1000176,3172
1000245,1000245,7544
1000223,2002107,829
1000055,1000155,9640
1000111,2002109,2036
1000013,2002110,4180
1000200,1000179,7408
1000210,1000219,7791
1000243,1000089,6613
1000249,2002114,5547
1000248,1000084,1397
1000128,2002116,5798
1000096,1000199,2093
1000104,1000239,4438
1000041,1000233,2031
1000084,1000160,4695
1000055,1000188,5698
1000142,1000194,6246
1000103,1000097,4129
1000033,2002124,871
1000241,2002125,1352
1000146,2002126,3647
1000207,1000249,9675
1000198,2002128,7819
1000143,2002129,4066
1000004,2002130,3530
1000220,1000243,3865
1000150,2002132,3012
1000015,2002133,779
1000141,2002134,3741
1000055,1000229,4468
1000052,2002136,2424
1000203,1000231,7228
1000001,1000206,1972
1000070,2002139,9494
1000184,1000093,5423
1000215,1000131,3588
1000025,1000073,3743
1000144,2002143,9309
1000155,2002144,4623
1000167,1000034,6665
1000015,1000178,5670
1000196,2002147,8574
1000147,1000175,3386
1000107,2002149,1071
1000152,1000209,1721
